article_id,title,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url
198873850,"NON-STOP FLIGHT To Perth COMPLETE JOURNEY OF 2175 MILES IN 10 HOURS. ""Smithy's"" Project. SYDNEY, Wednesday.",943,"The Evening News (Rockhampton, Qld. : 1924 - 1941)",3,1934-09-06,Article,140,N,0,http://nla.gov.au/nla.news-article198873850,http://trove.nla.gov.au/newspaper/page/21930328
215181960,PERTH-SYDNEY MOTOR CAR RECORD. DR. MANNING BEATS WIZARD SMITH'S RECORD BY 11 HOURS 51 MINUTES.,1168,Blyth Agriculturist (SA : 1908 - 1954),1,1929-10-18,Article,202,N,0,http://nla.gov.au/nla.news-article215181960,http://trove.nla.gov.au/newspaper/page/24183774
230342551,"PERTH TO SYDNEY IN 30 HOURS Quick Passage By Relay Of 'Planes ADELAIDE, Thursday.",1180,"The Sun (Sydney, NSW : 1910 - 1954)",18 S,1937-04-15,Article,129,N,0,http://nla.gov.au/nla.news-article230342551,http://trove.nla.gov.au/newspaper/page/24647643
29626114,"AIR AND RAIL Sydney to Perth in 35 Hours TRIP BEING ARRANGED Melbourne, October t.",34,"The Advertiser (Adelaide, SA : 1889 - 1931)",23,1929-10-04,Article,329,N,2,http://nla.gov.au/nla.news-article29626114,http://trove.nla.gov.au/newspaper/page/2472333
17646793,FLIGHTS OVER AUSTRALIA. R.A.A.F. EXERCISE. Perth to Sydney in 12 Hours. BV OUR AVIATION CORRESPONDENT.,35,The Sydney Morning Herald (NSW : 1842 - 1954),14,1940-04-24,Article,391,N,1,http://nla.gov.au/nla.news-article17646793,http://trove.nla.gov.au/newspaper/page/1101120
244063123,2300 MILES IN 30 HOURS Air Dash Ends HEAD WINDS FROM PERTH TO SYDNEY,1190,"The Herald (Melbourne, Vic. : 1861 - 1954)",1,1927-01-31,Article,413,N,0,http://nla.gov.au/nla.news-article244063123,http://trove.nla.gov.au/newspaper/page/26533102
246849266,SYDNEY TO PERTH IN 35 HOURS -- 2187 MILES Air by Day and Train by Night,1297,"The Daily Telegraph (Sydney, NSW : 1883 - 1930)",4,1929-10-10,Article,85,N,0,http://nla.gov.au/nla.news-article246849266,http://trove.nla.gov.au/newspaper/page/27143686
249405984,"SYDNEY TO PERTH JOURNEY OF 35 HOURS BY AEROPLANE AND TRAIN MELBOURNE, Friday.",1134,"The Daily Express (Wagga Wagga, NSW : 1919 - 1930)",2,1929-10-05,Article,177,N,0,http://nla.gov.au/nla.news-article249405984,http://trove.nla.gov.au/newspaper/page/27569446
194881356,"165 MINS. Melb.-Sydney Hop PERTH IN 15 HOURS SMITHY'S FAST FLYING SERVICE WHY HE TURNED DOWN £30,000. SYDNEY, Thursday.",1005,"Daily Examiner (Grafton, NSW : 1915 - 1954)",5,1935-02-01,Article,209,Y,0,http://nla.gov.au/nla.news-article194881356,http://trove.nla.gov.au/newspaper/page/21765383
107552537,KINGSFORD SMITH'S FLIGHT. Perth to Sydney in 10 Hours 20 Minutes. 029 MILES AN HOUR. Breakfast in Perth; luncheon in Adelaide; dinner in Sydney!,469,The Muswellbrook Chronicle (NSW : 1898 - 1955),3,1934-09-14,Article,284,N,0,http://nla.gov.au/nla.news-article107552537,http://trove.nla.gov.au/newspaper/page/11551041
35134096,"KINGSFORD SMITHS MISHAP Plane Damaged After Record Flight ABOUT TO BEGIN DASH FOR SYDNEY Crosses Continent In 10 Hours 22 Mins. PERTH, September 9.",44,"The Advertiser (Adelaide, SA : 1931 - 1954)",9,1934-09-10,Article,699,N,0,http://nla.gov.au/nla.news-article35134096,http://trove.nla.gov.au/newspaper/page/2681016
77929346,"KINGSFORD SMITH'S RETURN FLIGHT. Delayed Till To-day. HOPES TO REACH SYDNEY IN 11 HOURS. Perth, To-day.",276,"Border Watch (Mount Gambier, SA : 1861 - 1954)",1,1934-09-11,Article,248,N,0,http://nla.gov.au/nla.news-article77929346,http://trove.nla.gov.au/newspaper/page/7668606
10982056,"PERTH TO SYDNEY BY AIR KINGSFORD-SMITH'S FLIGHT 2,220 MILES IN 10 HOURS 20 MINUTES STAY IN ADELAIDE FOR LUNCH",13,"The Argus (Melbourne, Vic. : 1848 - 1957)",7,1934-09-12,Article,484,Y,1,http://nla.gov.au/nla.news-article10982056,http://trove.nla.gov.au/newspaper/page/562091
205890776,ANOTHER GREAT FLIGHT PERTH TO SYDNEY IN 9½ HOURS SPEED OF 270 M.P.H. REACHED KINGSFORD SMITH'S LATEST TRIUMPH,809,"The Age (Melbourne, Vic. : 1854 - 1954)",11,1934-09-12,Article,462,N,1,http://nla.gov.au/nla.news-article205890776,http://trove.nla.gov.au/newspaper/page/19058184
243105100,"Perth to Adelaide in 6 Hours ""SMITHY"" STILL GOING STRONG TO SYDNEY Average Speed 233 Miles An Hour RECORDS SMASHED",1190,"The Herald (Melbourne, Vic. : 1861 - 1954)",1,1934-09-11,Article,1319,N,0,http://nla.gov.au/nla.news-article243105100,http://trove.nla.gov.au/newspaper/page/26332159
249405349,"AUSTRALIAN AIR RACE SEVENTEEN AEROPLANES LEAVE SYDNEY FOR PERTH ALL COMPLETE FIRST DAY WITHOUT INCIDENT FASTEST TIME FROM SYDNEY TO JUNEE 2 HOURS 27 MINUTES SYDNEY, Monday",1134,"The Daily Express (Wagga Wagga, NSW : 1919 - 1930)",1,1929-10-01,Article,197,N,0,http://nla.gov.au/nla.news-article249405349,http://trove.nla.gov.au/newspaper/page/27569429
192372400,Daily Topics and Reviews The MOTOR WHIRL. Attractive Body Styles of New Chevrolet Six—Perth to Sydney Light Car Record of Five Days 20 Hours—Night Sales of Petrol.  Convertible Landan Sedan.,893,"Daily Standard (Brisbane, Qld. : 1912 - 1936)",11,1929-05-08,Article,1001,N,0,http://nla.gov.au/nla.news-article192372400,http://trove.nla.gov.au/newspaper/page/20820479
188188318,"WRECK OF THE PERICLES Strock a Rock--Sank in Three Hours! In Daylight, Three Miles Off Cape Leeuwin. Passengers and Grew All Safe. Struck a Rock. PERTH, April 1. . Lodged Sydney 8. a.m., delivered 9.10 a.m.",840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",7,1910-04-01,Article,646,N,0,http://nla.gov.au/nla.news-article188188318,http://trove.nla.gov.au/newspaper/page/19498097
46983504,"Champion Of Champions Gun Cup Won by A. T. Megaw NARRACOORTE. June 25. Country Sport GOLF Warner, Young Player, Wins Wallaroo Championship WALLAROO. June 25. Wirrabara Championship To T. A. Fitzgerald WIRRABARA. June 25 Crystal Brook Championships CRYSTAL BROOK. June 25 WEATHER MAP FOOTBALL Country Associations CHARGES AGAINST PLAYERS MAITLAND. June 25. Advertiser CrossWordsr-733 OUR COUNTRY SECTION FOX AND RABBIT SKINS Values High, But Easier In Adelaide Yesterday Judging Competitions At Royal Show Homebush Stock Sales SYDNEY, June 26. HEAVY CATTLE SUPPLIES AT ABATTOIRS Plain Beef Plentiful QUALITY SELLS WELL 50th Anniversary Of Bethany Lutheran Church REPORTS FROM RURAL CENTRES ALAWOONA Wheat, Wool And Manures Carried By S.A. Railways Monetary And Commercial WHEAT FIRMER Adverse Weather In North America WHEAT MARKETS Overseas Firm, But Quiet All Local Limits 3 Melbourne Quotations MELBOURINE, June 26. Sydney Quotations Dividends Business News In Brief BETTER PRICES AT SYDNEY SHEEP SALES Ram Sold For 500 Guineas SYDNEY. June 26. STOCKS AND SHARES Sydney Market SYDNEY, june 26 Melbourne Markets MELBOURNE, june 26. MINING NEWS SHARE MARKET OPERATIONS SOUTH KALGURLI STRONG Cresco Fertilisers Continue Upward YESTERDAYS STOCK EXCHANGE BUSINESS POSTAL ARRANGEMENTS UNITED KINGDOM. EUROPE.EGYPT. Removal Of Sales Tax From Building Materials Sought MELBOURNE. June 26. DIMBOOLA TODAY FROM FREMANTLE Canadian Conqueror To Load Dried Fruit RIVER LEVELS Monday, June 26 Increased Duty On Glucose Supported MELBOURNE. June 26. ELECTRIC STORM STOPS CARS Curious Phenomenon MOTORING IN THE HOME GARAGE Winter Care Of Battery MOTORING READERS' PROBLEMS SOLVED Useful Advice On Whippet Car Maintenance Work WHIPPET car writers will find raluable information in these answers to queries by Mr. R. H. Brinkman, technical expert of the Royal Automobile Association. Included in the advice to correspondents arc hints on brake, adjustment, lubrication failures, and other points affecting these cars. Whippet Maintenance Research Improves Oil Quality TOP GEAR LIGHT CAR TESTED New Austin ""Twelve-Four"" Provides Surprise BY ""DIFFERENTIAL"" TO CORRESPONDENTS The Advertiser ADELAIDE: TUESDAY, JUNE 27, 1933 ""I AM A LABOR MAN!"" NUMBERING THE PEOPLE A MERITED HONOR THE INSULT COMPLIMENTARY WITH THE MACKAY EXPEDITION Spear Throwing By Black Children (By Our Special Representative With The Mackay Expedition) BY RADIO, June 26. PERSONAL DEATH OF MR. E. W. KNOX Lifelong Association With Sugar Industry HOW TO KEEP BREAD FRESH Hint For Housewives Earthquake At Bottom Of Indian Ocean PERTH. June 26. AMERICA'S METHODS OF RAISING PRICES How Processing Taxes Will Be Levied FARM BILL'S SCOPE IN OTHER CITIES Sydney Gossip From Our Special Correspondent SYDNEY. June 26. NO MUNICIPAL POLL THIS YEAR Purpose Of New Bill LEAGUE OF NATIONS REPRESENTATION Australia Candidate For Non-Permanent Seat MELBOURNE. June 26. ACREAGE RESTRICTION PUT TO STATES Commonwealth Sends Letters To Premiers THREE GOVERNMENTS REPORTED TO BE OPPOSED London Meeting Postponed Again CANADA SUPPORTS RESTRICTION Fears Effect Of Economic Conditions In U.S. COUNTER ARGUMENTS Special Cable To ""The Advertiser"" LONDON. June 26. LETTER TO STATES Commonwealth And Home Consumption Price MELBOURNE, June 26. ""RESTRICTION WOULD BE FATAL"" S.A. Government's Opposition 80,000 DRIVING LICENCES EXPIRE Motorists Must Renew By Friday Squadron-Leader Hinkler's Estate LONDON, June 26. ""Times"" On Quantitative Regulation LONDON, June 26. PROPOSES INFLATION OF DUTCH FLORIN Sir H. Deterding; Looks To Effect In East ROTTERDAM, June 25. LITVINOFF'S WORK IN LONDON Reported New Contracts LONDON, June 26. £560,000 FOR PUBLIC Savings Bank Distributes Interest Rain Misses Pastoral Areas; More Coming ULM AT RANGOON Good Progress Despite Delay At Alor Star 3[?]000 MILES IN 3 DAYS W.A. Pilot To Make Record Breaking Attempt PERTH. June 26. English Air Liner An Sydney SYDNEY, June [?]6. Minister Explains England-Australia Service MELBOURNE, June 26. England 6/156 In Test Against West Indies LONDON, June 24. Australasian. Players' Scores In Lancashire League LONDON, June 26. Golfer Drops Dead AUCKLAND. June 26. FEDERAL CABINET CHANGES DISCUSSED Mr. Stevens Mentioned As Future Treasurer RECONCILING U.A.P. AND U.C.P. By A Political Correspondent SYDNEY, June 26. DEAN INGE TO RESIGN NEXT YEAR Advancing Age Given As Reason LONDON. June 25. DR. WARD INSPECTS MTT. CRAWFORD Many Diggers Panning For Gold STATE OF SIEGE IN BULGARIA Government Acts Against Clashing Factions LONDON. June 26. 1,100 Arrested In Night SOFIA, June 26. TERRORIST BOMB IN ST. PETER'S Explodes In Cloakroom ROME, June 25. CLEARING AWAY POLITICAL OPPONENTS Nazis To Disband Two Remaining Parties BRUENING AND HUGENBERG ORGANISATIONS ""Revolution Not Yet Ended"" Special Cable To ""The Advertiser"" BERLIN, June 23. LORD'S PRAYER IN GERMANY First Change In Phrasing Since Luther LONDON, June 26. DRIVE AGAINST AUSTRIAN NAZIS Charge Of High Treason Against Diet Members VIENNA, June 25. FIRST NAZI FLAG IN S.A. WATERS Red Ensign Converted FOOTBALL SECRETARY FRACTURES SKULL Motor Cycle Accident RUMORS OP DRUG TRAFFICKING Police Arrest Woman SECURING LONDON MONEY FOR S.E. SCHEME Government's Arrangement With Sir H. Barwell CASE TO BE PUT SERIOUS FLOODS IN INDIA Clash Of Two Monsoon Currents MANY HOMELESS CALCUTTA. June 25. FIRST CENSUS FORMS DISTRIBUTED Delivery Complete By Thursday Night COLLIER MISSING Overdue On Run From Newcastle To Geelong MELBOURNE. June 26. Boy, Shot In Head, Dies PERTH. June 26. LABOR STRIVES FOR UNITY A.L.P. Conference Expected To Appoint Committee ""PEACE WITH HONOR"" Conference May Hear Lang Party's Termas SYDNEY, June 26. Victorians Appointed' As S.A. Delegates FIRST AID RIVALRY Competition For Treatment Of Injured Footballers AUSTRALIANS WIN EASILY Wimbledon Opens C R A wTo R D' S TUSSLE Special Cable To ""The Advertiser"" LONDON. June 26. Vines Says Professional Offer Not Definite LONDON, June 25. AUSTRALIAN TEAM MAY TOUR U.S. Takings In Europe Now Total £840 MELBOURNE. June 26. PLACATING LITTLE ENTENTE Otto's Claims To Hungarian Throne Brisbane Wool Market Firm BRISBANE. June 26. One Killed And Two Injured In Motor Crash SYDNEY. June 26. GENERAL NEWS RAILWAY EARNINGS TEMPORARILY FINE MOLDAVIA MAILS IN LONDON UNIVERSITY PUBLIC LECTURE SYMPHONY CONCERT Morgan Raises £316 At Hospital Carnival MORGAN. June 26. Solicitor Imprisoned For Three Years SYDNEY, June 26. Non-Party Attitude To Federal Convention LORD MAYOR'S RELIEF FUND CHURCH OF ENGLAND BELIEF FUND PREMIER APPEALS TO EMPLOYERS ""More Hands Instead Of Overtime"" WORKLESS FIGURES UP COUNCILS AS ""TAX GATHERERS"" Protest At Brighton Students' Concert At Conservatorium Accountants' Examination Results Yatala South Council's Finances Improve Shooter Breaks Wrist PETROL PRICE AND QUALITY Retailer Favors Fixing Of Standard SELLERS' SCHEME SYDNEY. June 26. OBLIGATION TO ACT AS CONSTABLE Old District Council Law May Be Repealed LABOR NEWS German Unions Under Nazi Rule WAGE INCREASE IN FURNISHING TRADE Employers Object To Retrospective Effect One Sausage Mystery Solved MAN HELD UP AND SHOT Alleged Confession By Mechanic SYDNEY MURDER SYDNEY: June 26. Rail Crossing; For Millswood Sought Abolition Of Flax Bounty Likely CANBERRA. June 26. Law Must Be Enforced Rigorously, Says Judge MELBOURNE. June 25. Stop Lights On Trams Sought By Council SEEKING MARKETS IN THE EAST Proposal For Trade Representative APPLICATIONS FOR LAND DIEBTS RELIEF Several Cases Heard WELLINGTON COUNCIL DEMANDS APOLOGY Town Clerk Made To Look ""Ridiculous"" WELLINGTON. June 26. Rainbow Road For Brighton Unley Defers Decision On Riding Track Out among the People BUSINESSLIKE DEPUTATION Three Interviews In 1½ Hours Hindmarsh Boxing EVIDENCE IN CHARGES AGAINST FOOTBALLERS Players And Officials Barred FEATURES THIS MORNING Index To Advertisements LAW COURTS Cause Lists SUPREME COURT Questions Of Recognisances Appeal In Land Transaction Dismissed LAND AGENT'S INCOME TAX PAYMENTS Fall From £700 To Nil In Three Years BURIED MONEY IN JARS Housewife's Fear Of Bank Failing MONGOLATA DISPUTE SETTLED Benefits Of Conciliation Double Collision On North Terrace Auctioneer's Claim For Commission Claim For £200 Damages Fails SAID HE WAS WIDOWER Bulgarian Committed For Trial Pop Buyped ATTEMPTED SUICIDE Woman Released On Bond Coin In Trouser Cuff TRIED TO BRIBE CONSTABLE Pensioner Fined £10 ARRESTED BEFORE WEDDING Armour Remanded SERIAL STORY Fenwick's Legal Wife FIFTY YEARS AGO From ""The Advertiser"" June 27, 1883 BROADCASTING 5CL—411 Metres And 5CK—472 Metres DO YOU KNOW? QUESTIONS 8,500 In Boston For Rotary Convention. BOSTON. June 25. CIVIL AVIATION POSITION UNSATISFACTORY To the Editor UNIVERSAL LANGUAGE PHONETIC ALPHABET NEEDED To the Editor VIEWS AND COMMENTS PREMIER AND THE SOUT-EAST DEVELOPMENT WITH BRITISH CAPITAL To the Editor FEDERATED AUSTRALIA CONVENTION OR REORGANISATION? To the Editor POINTS FROM LETTERS Housebreakers Resume Suburban Activity Evangelist In Adelaide Handbag Worth £80 Lost And Found Let's Tell Each Other Lady Kitty's Patterns SOCIAL NOTES Secret of Good Tea Start with Bud Leaves 24 DEBUTANTES FOR VARSITY BALL 400 Guests Expected Unley Women's Service Association Unley City Orchestra's Concert Tonight DO YOU KNOW— ANSWERS Puff Pastry Patties By A. L. SHARMAN. CHIEF DEMONSTRATOR. S.A. GAS CO. Gold weather is ideal for pastry making, and especially is it ideal for puff pastry, for which full directions are here given. The Woman's World LIGHTER SIDE OF WOMEN'S LIFE: Amusements Old And New TUESDAY FILLING LONELY HOURS Letters From My Mail Bag CONVERTED SHAWLS Northern Round Opens Tomorrow SIX EVENTS AT ORROROO Acceptors And Selections GRAND NATIONAL FANCIES Baanya And Redditch Most Popular MELEBOURNE. June 26. ADELAIDE HUNT CLUB NOMINATIONS Grand Prix De Paris Won By Cappiello TURF TOPICS Re-Handicaps For Spring Cups SPRING CUPS Young Horses Popular MELBOURNE, June 26. South Park Bowls Club's Good Year MOONEE VALLEY Oaklands H.C. Acceptors For Tomorrow Murray Bridge Hunt Club Acceptors Early Morning Hunt Tomorrow ADELAIDE HUNT CLUB. The Advertiser TUESDAY. JUNE 27. 1933. £100 Worth Of Gold: Dog At Church: Plane For Atlantic Flight: Military Spectacle MINING NEWS OIL SEARCH LIMITED DO YOU KNOW— ANSWERS PORT AUGUSTA ACCEPTORS First Day—Tuesday. July 4 FIRST NOVICE RACE Six furlongs NORTHERN BOXING CHAMPIONSHIP PORT PIRIE. June 26. BROADCASTING 5CL—411 Metres And 5CK—472 Metres Day—Davis Wedding SOCIAL Round The Bridge Table SERIAL STORY Fenwick's Legal Wife Advertiser CrossWordsr-734 OUR COUNTRY SECTION AGRICULTURAL PRODUCE AT ROYAL SHOW Entries Close On Friday POULTRY KEEPING AT MOUNT COMPASS Can Be Made Success ROSEWORTHY WINTER SCHOOL Lectures On Many Subjects EXPORT LAMB COMPETITIONS Southdown Cross Wins In Victoria Not Equal To Best South Australian JERSEY BREEDER'S ACCOMPLISHMENT High Producing Herd COUNTRY FOOTBALL Port Pirie Tribunal Appointed PORT PIRIE. June 27. HOCKEY AT MAITLAND REPORTS FROM RURAL CENTRES BELALIE NORTH PRODUCERS' INFORMATION SERVICE This information service is for producers with puzzling problems. Farmers wanting information should send their queries in in time for them to be answered each Wednesday. The column is intended to assist primary producers in matters affecting agriculture and live stock. It is not for people living in the metropolitan area, who are able to get the services of a veterinary surgeon. Enquirers must state their name and address. MARE NOT DOING WELL Southern Progress Association Formed The Guide Column HELPING WITH WINTER RELIEF All Guiders Asked To Join Headquarters' Scheme ANSWERS TO CORRESPONDENTS The Woman's World Caps And Turbans Are Popular Women's Community Work University Footlights' Club Children's Work for Health News Of The Nations Boy Scout Notes Amateur Athletic Association Annual Meeting Monetary And Commercial BUTTER EXPORTS FALL BACK Importance Of Seasonal Conditions AUSTRALIAN APPLES Prices At London And Hamburg LONDON. June 26. Business News In Brief Reid Bros. Improve Position Brisbane Wool Sales Melbourne Quotations MELBOURNE. June 27. Sydney Quotations SYDNEY. June 27. A. E. HALL & CO.'S PRODUCE REPORT SHARE MARKET OPERATIONS GOLD QUOTATION TRADING BRISKER Advance In North Kalgurli Dividends OTRANTO HERE TOMORROW Dimboola For Eastern States Today POSTAL ARRANGEMENTS June 28. FARMERS' UNION REPORT ""AMSCOL"" REPORT A. W. SANDFORD & CO., LIMITED Sydney Market SYDNEY. June 27. Melbourne Market MELBOURNE. June 27. RHEUMATISM The Advertiser ADELAIDE: WEDNESDAY. JUNE 28, 1933 PROVIDING EMPLOYMENT CONSERVATORY CHAMBER MUSIC Delightful Finale Of Series PERSONAL SA.'S TRADE BALANCE DECREASES SLIGHTLY 3½ Millions Of Imports In 11 Months Legacy For Australian, If He Can Be Found In Two Years LONDON, June 26. DEATH OF WAR SURGEON Dr. Cavanagh=Mainwaring's Fine Record CAREER OF SERVICE NEW BUILDINGS FOR LONDON UNIVERSITY. Foundation Stone Laid By King LONDON, June 26. NEW C.P. LEADER IN VICTORIA Mr. Bourchier Takes Mr. Allan's Place MELBOURNE, June 27. NEW DESTROYERS FOR AUSTRALIA Five Lent By British Admiralty CANBERRA, June 27. AUSTRALIAN GIFT TO ITALY Gratitude For Tributes Paid To Hinkler CANBERRA, June 27. PROBLEM OF MURRAY VALLEY Administration And Lack Of Development ""NO NICHE"" FOR SIR H. BARWELL Complimentary Dinner By Ministry Sir Henry Barwell's Mission Honorary DEATH OF MR. C. TAIT IN SYDNEY Member Of Theatrical And Concert Family SYDNEY. June 27. PREMIERS' CONFERENCE ON WHEAT TO BE SOUGHT Mr. Butler's Strong Support For N.S.W. Proposal ""MATTER GRAVELY IMPORTANT"" Cabinet To Consider Commonwealth Statement Of Position Today WHEAT RISES SHARPLY TO 3/1 SOARING PRICES IN AMERICA Acute Drought In Mid-West NEW YORK. June 26. Excited Trading In Chicago CHICAGO. June 26. Wildest Canadian Bull Market For Two Years WINNIPEG. June 26. ENGLISH MARKET RESPONDS Prices Advance Sharply LONDON. June 26. Chicago Wheat Quotations CHICAGO. June 26. AUSTRALIA AND RESTRICTION ""Government Not Ready To Disclose Communications"" CANBERRA, June 27. Trade Relations Between England And Russia LONDON. June 26. Arm Caught In Chaffcutter CRYSTAL BROOK. June 27. Child Falls From Rail Car STEP FORWARD AT CONFERENCE Seeking Machinery For Debt Adjustment BRITISH SUGGESTION Material Nearly Ready For Drafting Special Cable To ""The Advertiser"" LONDON. June 27. BRITAIN LEADS IN RYDER GOLF CUP Americans Down One Match LONDON, June 27. DROWNED AT MURRAY MOUTH Fisherman Victim Of Treacherous Current LOST IN DARKNESS Child Drowned In Torrens UNIONISTS SUPPORT PREMIER ""Less Overtime—More Employment"" Position At Port Pirie Smelters PORT PIRIE. June 27 Bodies Of Spanish Airmen Found MEXICO CITY. June 26 TRIFLES HINDER ULM'S PROGRESS Machine Stuck In Mud At Rangoon REACHES CALCUTTA Special Cable To ""The Advertiser"" CALCUTTA, June 27. Foreign Guests Inspect British Aircraft LONDON. June 26 Imperial Airways Plane Will Visit Canberra Today CANBERRA. June 27. Qantas Director To Fly To England SYDNEY. June 27. HEAVYWEIGHT FIGHT TOMORROW Carnera's Advantage In Weight Over Sharkey NEW YORK. June 26. Petersen Defeats George Cook LONDON. June 26. HORSE TRAMPLES UPON RIDER Man's Skull Fractured At Findon FAULTY CARRIAGE OF TASMANIAN PEARS State Board Takes Action HOBART. June 27. DEMAND FOR AIR ARMS EQUALITY German Requests To League Of Nations NAZIS CRUSH OPPONENTS GENEVA, June 26. WORD OF OVERDUE COLLIER Seen Hove To Near Gabo Island AIR SEARCH MELBOURNE, June 27. EXCITED WOOL SALE IN PERTH Prices Up As Much As 35 P.C. On March Market Good Greasy Wools Harden At Brisbane BRISBANE. June 27. DID NOT ENTICE HUSBAND AWAY Decision In Unusual English Case LONDON. June 26. Listeners' Licence Fees May Be Reduced 3/-SYDNEY. June 27. Fine Go!d £7/ 10/ 2 Oz. MELBOURNE, June 27 GOOD DAY FOR AUSTRALIANS Four Wins At Wimbledon CRAWFORD'S CLOSE CALL Thrilling Five Set Match; CHILE RANCHERS SLAUGHTER SHEEP British Meat Restrictions Block Market MAGALLANESE. June 26. Disarmament Conference Adjourned PARIS, June 26. HIGH FEES FOR HOARDINGS Builders Protest Agains Burden On Industry CHAMBER INVESTIGATES S.A. PURCHASE AT SHEEP SALES Keen Demand For High Class Merinos SYDNEY, June 27. WEST INDIES BATTING COLLAPSE England Wins By Innings LONDON. June 26. English County Cricket LONDON. June 26. GENERAL NEWS CIVIC ORGAN"" RECITAL, SHOWERS DEVELOPING ANNUAL MINDA CONCERT MOOLTAN, FROM LONDON FEATURES THIS MORNING Index To Advertisements HARVESTING THE CENSUS PAPERS Householders Can Help COLLECTORS MUST SUPPLY PERSONAL CARDS LABOR NEWS Lang Party Instructs M.P.'s To Organise Employers Want Standard Hours Fixed At 48 MELBOURNE. June 27. TROUBLE OVER RATIONING WORK AMONG SEAMEN MELBOURNE. June 27 PLAYERS ESCAPE SERIOUS INJURIES Changed League Teams Likely On Saturday MID-WEEK FOOTBALL Today's Wednesday Afternoon Association Matches COURSING TOMORROW Draw For Plympton First Ties At Donald Coursing Cup Meeting MELBOURNE. June 27. Y.W.C.A. Activities ALL DAY DISCUSSION ON LABOR UNITY Mr. Scullin On Mr. Lang SOCIALISATION GROUP'S ATTITUDE SYDNEY, June 27. SEEKING MATCHES FOR WINOOKA Pillow Fight, Equipoise And Gallant Sir SAN FRANCISCO. June 27. Flemington Track Notes MELBOURNE. June 27. CATTLE FOR ADELAIDE MARKET Supplies For Several Months From Far North Wirth's Circus Here Next Week PRIVATE CAPITAL TO DEVELOP LAND Premier's Solution Of Unemployment Problem ENGLISH COMPANY? HUNT FOR DESERTER AND STOWAWAY Port Police Busy Sale Of Famous Ryeland Sheep Stud MELBOURNE. June 27. KILKENNY COMPETITIONS Federal Parliament TOBACCO DUTY DEBATE IN SENATE Move For Higher Import Tax, Lower Excise SMOKERS' VIEWPOINT CANBERRA, June 27. TARIFF BOARD REPORTS Reduction On Gramophone Records Suggested CANBERRA. June 27. Duty On Sulphate Of Ammonia Enquired Into MELBOURNE. June 27. Reduced Allowances For Public Servants CANBERRA. June 27. AMATEUR BILLIARDS Out among the People THIS WEEK'S SHOWS Fox Shot In Prospect Garden IN OTHER CITIES Perth Gossip From Our Special Correspondent PERTH, June 27. FIFTY YEARS AGO From ""The Advertiser"" June 28, 1883 DO YOU KNOW? Pop Over-Draught-LAW COURTS Cause Lists SUPREME COURT SHUNTING RIGHTS Appeal Against Court's Decision HAIRDRESSERS' WAGES Appeal Against Determination. DEFAMATORY WORDS £35 Damages For Special Constable LOOKING FOR ""DOPE"" Woman Convicted Of Vagrancy TOOK CAR AND MET WITH ACCIDENT Three Men Sent To Gaol VETERAN GOLFERS AT SEATON Cup Won By Royal Adelaide's Secretary SPALDING PURSE Harvey Leads Professional Golfers Women Play Professionals WOMAN MOTORISTS ESCAPE Crashes Through Hills Fence JUDGMENT FOR DEFENDANT RETURNED SOLDIERS League Notes SUB-BRANCH NOTES To Relieve Catarrhal Deafness and Head Noises WITH THE MACKAY EXPEDITION Search For Meteorite By Our Special Representative With The Expedition FITZROy CROSSING, June 27. WEATHER MAP Fat Sheep And Lambs Sales, Flemington MELBOURNE. June 27 VIEWS AND COMMENTS WORLD'S WHEAT SURPLUS ACREAGE REDUCTION FAVORED To The Editor SECONDARY EDUCATION PBESENT SYSTEM DEFEVDED To The Editor CITY COUNCIL TENDERS SPECIAL SAND FOR BITUMINOUS CONCRETE To the Editor. TRADE WITH JAPAN AUSTRALIAN DUTY ON BICYCLES To the Editor. SURCHARGE ON WATER RATES APPEAL- FOR HARD-PRESSED LANDOWNERS To The Editor WINE DRINKING BENEFICIAL USES OF GRAPES To the Editor Rotary Convention Opens In Boston BOSTON. June 26. POINTS FROM LETTERS Thrifty. But Workless Civil Service V. Banks Football Today Early Selections For Spring Cups SILVER SCORN—BLIXTEN For Two Cups Double ON THE TRACKS MorphettviUe Gallops A.J.C. HANDICAPS Popular Fancies SYDNEY, June 27. Champion Pacer Fails To Break Own Record SYDNEY. June 27. TODAY'S PROGRAMMES MOONEE VALLEY Oaklands H.C. Acceptors ORROROO 1-HANDICAP HIGHWEIGHT Six furlongs Prospect Bowls Club TURF TOPICS Northern Round Opens Today The round of race meetings in the north will begin at Orroroo today. Brush Hurdles May Replace Battens In N.S.W. SYDNEY, June 27. Moonta Coursing Meeting Opened MOONTA. June 27. GOLF BASKET BALL MOUNT BARKER. June 26. The Advertiser WEDNESDAY. JUNE 28, 1933 Tonight's Debutantes: Veterans At Golf: Building New Dam On Onkaparinga NARRACOORTE. June 25.",44,"The Advertiser (Adelaide, SA : 1931 - 1954)",4,1933-06-27,Article,170,N,5,http://nla.gov.au/nla.news-article46983504,http://trove.nla.gov.au/newspaper/page/2592648
